1.0 A 10 0 0
1.1 G 0 0 0
1.2 A 10 0 0
1.3 G 0 0 0
1.4 A 10 0 0
1.5 G 0 0 0
1.6 A 10 0 0
1.7 G 0 0 0
1.8 A 10 0 0
1.9 G 0 0 0
2.0 A 10 0 0
2.1 G 0 0 0
2.2 A 10 0 0
2.3 G 0 0 0
2.4 A 10 0 0
2.5 G 0 0 0
2.6 A 10 0 0
2.7 G 0 0 0
2.8 A 10 0 0
2.9 G 0 0 0
3.0 A 10 0 0
3.1 G 0 0 0
3.2 A 10 0 0
3.3 G 0 0 0
3.4 A 10 0 0
3.5 G 0 0 0
3.6 A 10 0 0
3.7 G 0 0 0
3.8 A 10 0 0
3.9 G 0 0 0
4.0 A 10 0 0
4.1 G 0 0 0
4.2 A 10 0 0
4.3 G 0 0 0
4.4 A 10 0 0
4.5 G 0 0 0
4.6 A 10 0 0
4.7 G 0 0 0
4.8 A 10 0 0
4.9 G 0 0 0
5.0 A 10 0 0
5.1 G 0 0 0
5.2 A 10 0 0
5.3 G 0 0 0
5.4 A 10 0 0
5.5 G 0 0 0
5.6 A 10 0 0
5.7 G 0 0 0
5.8 A 10 0 0
5.9 G 0 0 0
6.0 A 10 0 0
6.1 G 0 0 0
6.2 A 10 0 0
6.3 G 0 0 0
6.4 A 10 0 0
6.5 G 0 0 0
6.6 A 10 0 0
6.7 G 0 0 0
6.8 A 10 0 0
6.9 G 0 0 0
