1381789946.81 A 0.6895301 5.9759274 10.496181
1381789946.9 A 0.076614454 5.93762 4.596867
1381789946.94 G -0.5644395 0.29077184 1.0519099
1381789946.95 A 1.9153614 3.1411927 3.4093432
1381789947.02 A 2.873042 3.3327289 2.719813
1381789947.11 A 2.2984335 6.0142345 19.728222
1381789947.14 G 3.1215215 0.19425514 0.5180137
1381789947.17 A -1.1492168 5.0182467 14.173674
1381789947.26 A 0.11492168 4.5202527 0.6895301
1381789947.3 A 0.842759 4.8267107 -2.1452048
1381789947.34 G -1.4526376 0.41416663 -0.6133087
1381789947.37 A 0.30645782 3.86903 1.9919758
1381789947.46 A -1.7238252 5.2480903 19.728222
1381789947.51 A -0.7661445 6.205771 8.695741
1381789947.55 G 2.339614 0.6059783 0.18448131
1381789947.58 A 0.49799395 5.4779334 2.9496565
1381789947.67 A 0.7278373 4.711789 0.7278373
1381789947.72 A 0.076614454 3.2944214 7.0102224
1381789947.74 G -4.229631 -0.5180137 -0.12217305
1381789947.8 A 0.2681506 4.0222588 16.74026
1381789947.88 A 0.45968673 5.133168 9.270349
1381789947.93 A 0.9576807 4.4436383 8.0445175
1381789947.94 G -0.015882496 0.05497787 -0.0036651916
1381789948.02 A 0.9959879 4.1371803 8.925584
1381789948.07 A 0.8810662 3.8307228 8.6574335
1381789948.16 A 0.6895301 3.9456444 8.6574335
1381789948.16 G -0.07819075 -0.1966986 -0.02687807
1381789948.21 A 0.7661445 4.1371803 8.695741
1381789948.3 A 0.6895301 4.175488 9.002198
1381789948.34 G -0.013439035 0.07086037 0.03176499
1381789948.35 A 0.6895301 4.1371803 9.155427
1381789948.44 A 0.80445176 4.060566 8.848969
1381789948.49 A 0.7278373 3.9073372 8.925584
1381789948.54 G 0.010995574 0.04642576 0.10751228
1381789948.56 A 0.6512229 3.715801 8.925584
1381789948.65 A 0.91937345 3.4093432 8.580819
1381789948.7 A 0.7661445 3.1028855 9.078813
1381789948.74 G -0.19303341 0.13194689 0.5009095
1381789948.77 A 0.22984336 2.834735 9.346964
1381789948.86 A -0.5746084 3.4859576 9.423578
1381789948.91 A -0.842759 2.3750482 8.772355
1381789948.94 G 0.17959438 0.9236283 0.14905111
1381789948.98 A -2.0685902 3.1411927 9.5385
1381789949.07 A -3.1028855 3.1028855 7.8529816
1381789949.13 A -5.401319 4.098873 8.848969
1381789949.14 G 1.3121386 1.17897 -0.70738196
1381789949.19 A -4.903325 3.2944214 8.197746
1381789949.29 A -4.711789 3.715801 6.6654577
1381789949.33 A -4.405331 3.9839516 6.7803793
1381789949.34 G 0.6096435 0.74036866 0.6206391
1381789949.42 A -5.2480903 4.596867 6.244078
1381789949.47 A -5.439626 5.2863975 6.5122285
1381789949.54 A -5.0182467 5.094861 6.3206925
1381789949.54 G 0.15027285 -0.27122417 0.04642576
1381789949.63 A -5.554548 4.6351743 6.588843
1381789949.68 A -5.133168 5.8226986 5.746084
1381789949.76 G -0.23090707 0.0036651916 -0.3933972
1381789949.76 A -5.8226986 6.0525417 5.5162406
1381789949.84 A -6.0525417 5.056554 6.0142345
1381789949.89 A -6.3589997 4.4436383 5.899313
1381789949.95 G -0.45937067 0.77457714 -0.1966986
1381789949.96 A -7.240066 5.171476 4.3287168
1381789950.05 A -7.2783732 3.6774938 5.5162406
1381789950.1 A -6.895301 3.6774938 4.8267107
1381789950.14 G 0.2773328 1.6542231 -0.61208695
1381789950.18 A -8.00621 3.2561142 5.439626
1381789950.24 A -8.121132 3.1028855 4.213795
1381789950.33 A -7.8146744 2.183512 4.175488
1381789950.34 G 1.047023 0.39950588 -0.44104472
1381789950.38 A -8.197746 1.6472107 3.5625722
1381789950.48 A -9.346964 2.0685902 3.5625722
1381789950.61 A -10.534488 2.3750482 3.715801
1381789950.62 G 0.893085 0.23701571 -0.5375614
